id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
41808,41927,71553,3332,,,,8.548135,69.319901,167.2241,22.92,-25.21,-30,6.31,0.194,K0,1.36,-36.538075,46.394736,156.449057,-0.00001972,-0.00000499,-0.00003592,2.2378964553,1.2098605126,1.11119295583333E-07,-1.22221528E-07,,,UMa,1,41808,,72.8450423292,,,
42130,42249,71973,3352,,,,8.613547,74.723677,75.7002,-16.05,-17.74,-6,6.31,1.915,A2m,0.308,-12.606693,15.455628,73.025386,0.00000162,0.00000734,-0.00000763,2.2550213021,1.3041741894,-7.78125957291667E-08,-0.000000086,,,Cam,1,42130,,14.9279440958,,,
45127,45259,79523,3667,,,,9.223839,-38.616471,212.766,-1.5,-14.68,4,6.31,-0.33,A0V,0.018,-124.23435,110.464972,-132.788185,0.0000057,-0.000003,-0.00001438,2.4147954984,-0.6739845697,-7.27220520833333E-09,-7.1170648E-08,,,Vel,1,45127,,118.0320635652,,,
46062,46194,81575,,,,,9.418852,-43.976603,224.2152,-48.11,40.81,39.7,6.31,-0.443,M5III,1.526,-125.892634,100.921323,-155.687335,-0.00001412,0.00007834,0.00000373,2.4658496641,-0.7675365078,-2.33243861715278E-07,1.97852463E-07,,,Vel,1,46062,,130.97849624,GK,6.371,6.231
46100,46232,81361,3736,,,,9.425695,16.585588,85.2515,-82.56,-24.28,12,6.31,1.656,G9III:,0.968,-63.840894,50.99012,24.334841,0.00000986,0.00003579,-0.00000611,2.4676412457,0.289473111,-4.00262174666667E-07,-1.17712761E-07,,,Leo,1,46100,,18.9495979474,,,
47293,47427,83650,3846,,37    Hya,,9.66317,-10.570271,307.6923,-20.54,6.08,14,6.31,-1.131,A0Vn,-0.029,-247.610872,173.717058,-56.4435,0.00000471,0.00003412,0.00000629,2.5298119007,-0.1844860241,-9.95807299861111E-08,2.9476671E-08,,37,Hya,1,47293,,246.8311689697,,6.629,6.299
49267,49408,87243,3958,,,,10.086219,52.371302,118.624,-14.01,-4.92,-26,6.31,0.939,A5IV,0.135,-63.523028,34.787558,93.948119,0.00001614,0.00000034,-0.00002279,2.6405658647,0.9140516523,-6.79223966458333E-08,-2.3852833E-08,,,UMa,1,49267,,36.6775231599,,,
49547,49688,86321,3934,,,,10.142888,83.918372,404.8583,-1.21,6.27,-12,6.31,-1.727,K0,1.549,-37.922331,20.042166,402.579638,0.00001308,-0.00000423,-0.0000109,2.6554018687,1.464651901,-5.86624553472222E-09,3.0397817E-08,,,Cam,1,49547,,427.3660314969,,,
50350,50492,89442,4053,,,,10.310516,-36.804572,163.9344,-32.36,10.29,2,6.31,0.237,K2/K3III,1.282,-118.628087,56.182366,-98.211059,0.0000051,0.00002604,0.00000532,2.6992868403,-0.6423609615,-1.56885707027778E-07,4.9887327E-08,,,Ant,1,50350,,70.0164359373,,,
50441,50584,89565,4060,,,,10.333189,-9.059004,53.8793,-63.4,-71.73,15,6.31,2.653,F1IV,0.338,-48.221416,22.488228,-8.483399,-0.00000406,0.00002016,-0.00002092,2.7052226805,-0.1581094489,-3.07371873472222E-07,-3.47756853E-07,,,Sex,1,50441,,7.5648444083,,,
53013,53167,94237,4245,,,,10.876692,-0.201657,274.7253,-6.24,-25.25,9,6.31,-0.884,K5III,1.503,-262.929474,79.6316,-0.966914,-0.00000629,0.00001059,-0.00003366,2.8475113603,-0.0035195701,-3.02523736666667E-08,-1.22415454E-07,,,Leo,1,53013,,196.6074633879,,,
54133,54291,96484,4321,,,,11.107648,-50.956725,117.096,-55.3,7.48,9,6.31,0.967,K2II,1.156,-71.755986,17.075309,-90.945062,-0.00000158,0.00003264,-0.00000447,2.9079754791,-0.8893626307,-2.68101965347222E-07,3.6264063E-08,,,Cen,1,54133,,35.7437406264,,,
57829,58002,103313,4555,,,,11.897299,0.552114,143.2665,-41.83,2.94,10,6.31,0.529,F0V,0.207,-143.208159,3.851367,1.380526,-0.00000942,0.00002932,0.00000214,3.1147056515,0.0096362127,-2.02797562576389E-07,1.4253522E-08,,,Vir,1,57829,,53.5056938173,IQ,6.326,6.296
60403,60589,108150,4727,,,,12.418437,63.802781,176.6784,-15.55,2.77,-4,6.31,0.074,G8III,0.919,-77.529312,-8.527145,158.529927,0.00000246,0.00001367,-0.00000262,3.2511392574,1.1135686035,-7.53885273263889E-08,1.3429338E-08,,,Dra,1,60403,,81.3579505605,,,
61788,61981,110311,4820,,,,12.701398,-69.407554,625,-4.55,-1.18,4,6.31,-2.669,F7Ib,0.75,-216.128284,-40.138731,-585.066229,-0.00000064,0.0000139,-0.00000509,3.325218115,-1.2113903351,-2.20590224652778E-08,-5.720801E-09,,,Mus,1,61788,,1017.6536626205,R,6.745,5.885
62181,62376,111133,4854,,,,12.783974,5.950373,265.9574,29.95,-55.54,16,6.31,-0.814,A0spe...,-0.013,-258.972554,-53.911682,27.571027,-0.00001533,-0.00004263,-0.00006952,3.3468365445,0.1038536069,1.45201697326389E-07,-2.69265518E-07,,,Vir,1,62181,,184.3316879506,EP,6.329,6.289
62602,62799,111775,4880,,,,12.868179,-48.094286,160.5136,-44.21,3.76,-2,6.31,0.282,A0IV,0.04,-104.450838,-24.157843,-119.461422,-0.00000854,0.00003333,0.00000348,3.3688814466,-0.8394036425,-2.14336128173611E-07,1.8228994E-08,,,Cen,1,62602,,67.1738128547,,,
63041,63243,112519,4918,,,,12.959203,-22.753499,118.9061,-58.42,-13,3,6.31,0.934,K0III,1.069,-106.213293,-27.247299,-45.989,-0.0000083,0.00003264,-0.0000081,3.3927114688,-0.3971234815,-2.83228152180556E-07,-0.000000063,,,Hya,1,63041,,36.8468189148,,,
64212,64417,114724,4984,,,,13.202336,24.258027,131.7523,-22.32,-41.79,-24,6.31,0.711,K1III,1.006,-114.217207,-37.188657,54.129895,0.00000644,0.00001709,-0.00003442,3.4563635442,0.4233824482,-1.082104135E-07,-2.02603637E-07,,,Com,1,64212,,45.2480637856,,,
65400,65606,116836,5061,,,,13.451775,-49.143709,436.6812,-14.83,-5.57,-18,6.31,-1.891,A0III/IV,0.003,-265.275493,-105.977031,-330.284895,0.00000782,0.00003693,0.00000621,3.5216665359,-0.8577195273,-7.18978688263889E-08,-0.000000027,,,Cen,1,65400,,497.0499105762,,,
66493,66704,119124,5148,Gl 521.2A,,,13.673132,50.519413,25.3293,-124.73,57.86,-12,6.31,4.292,F7.7V,0.537,-14.584318,-6.830801,19.550086,0.00000554,0.00001951,-0.00000496,3.5796175458,0.8817300895,-6.04708103756945E-07,2.80513195E-07,,,UMa,1,66493,Gl 521.2,1.6718603572,,,
67848,68065,121682,5245,,,,13.936242,32.032598,67.3401,-118.69,48.32,-22,6.31,2.169,F4IV-V,0.401,-49.908494,-27.714376,35.717198,0.00000518,0.0000472,0.00000144,3.64849966,0.5590743108,-5.75425357451389E-07,2.3426197E-07,,,CVn,1,67848,,11.8140825192,,,
69449,69671,124580,5325,Gl 540.3,,,14.260737,-45.000756,21.2179,127.52,-137.6,3.4,6.31,4.676,F9V,0.596,-12.45116,-8.370361,-15.00354,0.00001358,-0.00000667,-0.00001247,3.7334522746,-0.7854113502,6.18234405444445E-07,-6.67103624E-07,,,Cen,1,69449,,1.1738159325,,,
74277,74505,135263,5665,,,,15.225519,22.983399,87.4126,49.61,99.99,-5,6.31,1.602,A2V,0.064,-53.446587,-60.161936,34.131491,0.00002983,0.00000193,0.00003701,3.9860314955,0.4011359787,2.40516066923611E-07,4.84765199E-07,,,Ser,1,74277,,19.9159028906,,,
77781,78017,143187,5949,,,,15.930455,58.911774,145.1379,-31.85,26.62,-8,6.31,0.501,A0V,-0.028,-38.646963,-64.209527,124.292148,-0.00000875,0.00002892,0.00000266,4.1705834469,1.0282044303,-1.54413157256944E-07,1.29057401E-07,,,Dra,1,77781,,54.9034961025,,,
77881,78117,142529,5921,,,,15.95108,-48.162186,48.4496,-104.9,-109.76,2,6.31,2.884,F1IV,0.381,-16.515706,-27.778134,-36.096707,-0.00001206,0.00002793,-0.00001872,4.17598293,-0.8405887232,-5.08569550902778E-07,-5.32131495E-07,,,Nor,1,77881,,6.1150498252,,,
78000,78236,142889,5935,,,,15.975222,-37.503878,114.6789,-12.9,-21.87,-14,6.31,1.013,K0III,1.006,-45.998171,-78.490844,-69.818172,0.0000033,0.00001981,-0.00000093,4.1823032848,-0.6545661478,-6.25409647916667E-08,-0.000000106,,,Lup,1,78000,,34.2609972488,,,
80466,80710,148880,6150,,,,16.478731,51.407738,129.8701,34.22,7.09,-16,6.31,0.742,G9III,1.052,-31.417184,-74.669278,101.506971,0.00002517,0.00000427,-0.00001001,4.3141217727,0.8972342898,1.65903241486111E-07,3.4373289E-08,,,Dra,1,80466,,43.9744078447,,,
84279,84535,183030,7394,,Lam UMi,,17.282569,89.037708,271.7391,-23.03,-3.07,2,6.31,-0.861,M1III,1.575,-0.852391,-4.483378,271.700793,-0.00003057,0.00000166,0.00000198,4.524565886,1.5540011608,-1.11652590631944E-07,-1.4883779E-08,Lam,,UMi,1,84279,,192.4863777783,Lam,6.373,6.273
84542,84801,156826,6439,Gl 668.1,,,17.333209,-5.917509,49.6771,45.42,-193.58,-33.1,6.31,2.829,G9V,0.85,-8.581898,-48.661135,-5.121504,0.00001745,0.00003599,-0.00004288,4.5378236068,-0.1032800099,2.20202373708333E-07,-9.38502322E-07,,,Oph,1,84542,,6.4327992726,,,
86893,87163,161756,6621,,,,17.807732,-26.974945,371.7472,-1.17,-5.48,9,6.31,-1.541,B3Vn,0.094,-16.669289,-330.883405,-168.624874,-0.00000229,-0.00000361,-0.00001298,4.6620534064,-0.4708016045,-5.6723200625E-09,-2.6567789E-08,,,Sgr,1,86893,,360.0808291735,V3894,6.404,6.254
88457,88732,166207,6790,,,,18.114854,50.822823,127.7139,4.73,92.23,-57,6.31,0.779,K0III,1.051,2.425568,-80.642705,99.002932,0.00000049,0.00008114,-0.00000912,4.7424577567,0.8870255925,2.29316870902778E-08,4.47143657E-07,,,Dra,1,88457,,42.5010833176,,,
90199,90478,169851,6909,,,,18.462154,-26.634845,78.125,-9.1,-36.94,-29,6.31,1.846,A7V,0.263,8.428764,-69.323753,-35.023539,-0.00000738,0.00003213,0.00000079,4.833380676,-0.464865739,-4.41180449305556E-08,-1.79090173E-07,,,Sgr,1,90199,,15.9074292375,,,
90687,90969,170867,6953,,Kap2CrA,,18.556413,-38.720033,47.2144,10.02,-12.51,-20,6.31,2.94,B8,0.02,5.347051,-36.446951,-29.533227,-0.00000031,0.00001789,0.00001056,4.8580574871,-0.6757920627,4.85783307916666E-08,-6.0650191E-08,Kap-2,,CrA,1,90687,,5.8076441752,,,
90996,91279,171994,6995,,,,18.619183,16.198295,93.4579,14.71,48.58,-46,6.31,1.457,G8IV,0.896,14.484584,-88.570846,26.071137,-0.00000171,0.00005172,0.00000801,4.874490724,0.2827135778,7.13160924097222E-08,2.35522486E-07,,,Her,1,90996,,22.7614539314,,,
91615,91901,172875,7026,,,,18.73554,-36.718335,107.0664,23.95,-41.75,-28,6.31,1.162,K0III,0.98,16.42441,-84.236268,-64.012891,0.00000533,0.00003763,-0.00000025,4.904952996,-0.6408558501,1.16112876493056E-07,-2.02409711E-07,,,Sgr,1,91615,,29.8675775503,,,
93125,93418,176593,7186,,,,19.025977,-15.282617,164.7446,-5.29,-1.25,20,6.31,0.226,K0III,0.963,42.174227,-153.22068,-43.423496,0.00000109,-0.00001989,-0.00000635,4.9809890286,-0.266731991,-2.56466437013889E-08,-6.060171E-09,,,Sgr,1,93125,,70.7294042405,,,
94621,94916,181122,7325,,,,19.314654,9.61807,143.0615,2.86,-37.46,-12,6.31,0.532,G9III,1.065,47.593331,-132.778386,23.902656,-0.00000075,0.00000797,-0.00002766,5.0565645013,0.1678669979,1.38656712638889E-08,-1.81611204E-07,,,Aql,1,94621,,53.3580561846,,,
94986,95281,182038,7353,,,,19.384569,-7.400615,133.3333,15.11,-21.45,12,6.31,0.685,K0,1.455,46.885324,-123.630949,-17.174175,0.00001281,-0.00000625,-0.00001533,5.074868343,-0.1291651029,7.32553471319444E-08,-0.000000104,,,Aql,1,94986,,46.3446919736,,,
95192,95487,182761,7384,,,,19.422887,20.271727,147.0588,-5.87,-17.08,-32,6.31,0.473,A0V,-0.014,50.207518,-128.488631,50.951775,-0.00001354,0.00002314,-0.00002276,5.084899841,0.3538083764,-2.84585630486111E-08,-8.2806176E-08,,,Vul,1,95192,,56.3378150851,,,
95368,95664,183144,7396,,,,19.459419,14.282481,252.5253,7.07,-4.29,4,6.31,-0.702,B4III,-0.068,91.243059,-227.074048,62.298684,0.00000999,-0.00000165,-0.00000408,5.0944639549,0.249276316,3.42763272152778E-08,-2.0798506E-08,,,Aql,1,95368,,166.2646796894,,,
96610,96917,185966,,,,,19.700812,-9.193654,112.8668,43.67,-84.44,0,6.31,1.047,K2,1.341,47.987594,-100.553064,-18.032938,0.00001838,0.00001695,-0.00004561,5.1576605055,-0.160459538,2.11718134298611E-07,-4.09376671E-07,,,Aql,1,96610,,33.2047335798,,,
98268,98579,189388,7639,,,,20.024104,-40.814336,99.9001,27.68,-39.78,-31,6.31,1.312,A2/A3V,0.113,38.21613,-65.238001,-65.295522,-0.00000693,0.00003834,0.00000614,5.2422981842,-0.7123445495,1.34196426777778E-07,-1.92858882E-07,,,Sgr,1,98268,,26.0135725665,,,
107407,107750,207503,8337,,,,21.828061,-12.722865,138.3126,-8.69,20.81,0,6.31,0.606,A1/A2III,0.223,113.68731,-72.647625,-30.461343,-0.00000055,-0.00000656,0.00001361,5.7145729134,-0.2220558822,-4.21303088402778E-08,1.00889726E-07,,,Cap,1,107407,,49.8425209404,,,
108866,109212,210090,8436,,,,22.12499,18.000709,306.7485,23.23,-33.21,-10,6.31,-1.124,M1,1.605,257.285996,-137.523037,94.794082,0.00002116,0.00002786,-0.00005013,5.7923089644,0.3141716402,1.12622217993056E-07,-0.000000161,,,Peg,1,108866,,245.2449086072,OY,6.399,6.189
110641,110988,213307,,,,,22.4859,58.4041,271.0027,16.48,4.7,-17.8,6.31,-0.855,A0,-0.033,130.975599,-54.819076,230.830324,-0.00000529,0.00002568,-0.00001227,5.8867948311,1.0193438414,7.98972945555556E-08,2.2786242E-08,,,Cep,1,110641,,191.4255925021,,,
112208,112567,215782,8674,,,,22.798943,-25.912028,134.2282,107.02,-115.39,-26,6.31,0.671,G8III,0.913,114.814073,-37.340417,-58.656362,-0.00003241,0.00008377,-0.00005592,5.9687493289,-0.452250204,5.18847600930556E-07,-5.59426505E-07,,,PsA,1,112208,,46.9461519383,,,
112985,113345,216953,8727,,,,22.954777,-4.810095,119.0476,-17.59,-1.27,-9,6.31,0.931,G9III,0.948,114.214554,-32.057705,-9.982541,-0.00001163,-0.00000728,0.00000004,6.0095464458,-0.0839519909,-8.52787264097222E-08,-6.157133E-09,,,Aqr,1,112985,,36.9487712254,,,
113141,113501,217314,8744,,,,22.986209,52.65453,220.7506,-26.12,31.62,28,6.31,-0.41,K2,1.414,129.222831,-35.125808,175.495229,-0.00001653,-0.00002447,0.00004329,6.017775331,0.9189949074,-1.26633333361111E-07,1.53298085E-07,,,And,1,113141,,127.0574105209,,,
117661,118029,224283,9054,,,,23.941652,-24.737218,150.3759,5.55,9.9,-35,6.31,0.424,G8III/IV,0.921,136.56067,-2.086191,-62.925737,-0.00002943,0.0000045,0.00002153,6.2679098104,-0.4317459,2.69071592708333E-08,0.000000048,,,Cet,1,117661,,58.9386250241,,,
417,417,6,2,,,,0.084395,-0.503035,138.8889,44.86,-53.47,14,6.32,0.607,G9III:,1.099,138.849775,3.068332,-1.219378,0.00001333,0.00003051,-0.00003613,0.022094614,-0.0087796253,2.17487417097222E-07,-2.59229874E-07,,,Psc,1,417,,49.7966354164,,,
728,730,469,23,,,,0.15066,-54.001931,128.3697,46.45,13.08,1,6.32,0.778,G4IV...,0.738,75.391635,2.975289,-103.855819,0.00000604,0.00002917,0.00000396,0.0394426025,-0.9425115001,2.25195954618056E-07,6.3413629E-08,,,Phe,1,728,,42.5402462944,,,
2826,2832,3268,145,,,,0.598557,13.207067,37.5657,-133.16,-179.03,-25,6.32,3.446,F7V,0.517,36.123796,5.707449,8.58262,-0.00001344,-0.00002667,-0.00003758,0.1567017362,0.2305068083,-6.45577897027778E-07,-0.000000868,,,Psc,1,2826,,3.6441815079,,,
8071,8086,10588,503,,,,1.730596,32.192015,129.7017,-6.01,1.38,-5,6.32,0.755,G8III-IV SB,0.879,98.688151,48.045898,69.099639,-0.00000265,-0.00000549,-0.00000199,0.453068916,0.5618566485,-2.91373022013889E-08,6.690428E-09,,,Tri,1,8071,,43.4510224172,,,
8112,8127,10597,504,,,,1.740702,46.139692,192.3077,-7.11,-31.62,-19,6.32,-0.1,K5III,1.419,119.651731,58.644046,138.659747,0.00000991,-0.00000252,-0.00003444,0.4557148364,0.8052895346,-3.44702526875E-08,-1.53298085E-07,,,And,1,8112,,95.4992586021,,,
10088,10111,13423,636,,,,2.168,-43.815574,111.9821,50.21,-7.27,41,6.32,1.074,G8III,0.899,68.13372,43.439485,-77.529867,0.00000856,0.00003778,-0.00003188,0.567581039,-0.7647260364,2.43424949006944E-07,-3.5245954E-08,,,Phe,1,10088,,32.3891834997,,,
12614,12647,16861,797,,,,2.708038,10.741725,127.0648,-24.27,-23.37,6,6.32,0.8,A2V,0.064,94.757002,81.275587,23.682619,0.00001635,-0.00000568,-0.000013,0.7089626174,0.1874784616,-1.17664280270833E-07,-1.13300957E-07,,,Ari,1,12614,,41.686938347,,,
13913,13947,18735,903,,,,2.993973,-32.507198,125.1564,7.3,9.67,16,6.32,0.833,A0V,0.002,74.751018,74.515515,-67.259822,0.00000888,0.00001511,-0.00000385,0.7838203737,-0.5673576338,3.53913986805556E-08,4.6881482E-08,,,For,1,13913,,40.4389620508,,,
14878,14914,19735,949,,,,3.207333,47.725875,190.1141,73.3,-84.85,-36,6.32,-0.075,K5III,1.425,85.389303,95.201638,140.671829,-0.00002819,0.00006974,-0.00007985,0.8396778635,0.8329736536,3.55368427847222E-07,-4.11364407E-07,,,Per,1,14878,,93.3254300797,,,
18518,18565,24843,1226,,,,3.974766,38.840254,130.2083,40.99,-39.3,22,6.32,0.747,K1III:,1.081,51.28862,87.494611,81.660414,-0.00000559,0.00004163,-0.00000521,1.0405913278,0.6778903138,1.98725127659722E-07,-1.90531776E-07,,,Per,1,18518,,43.7723637935,,,
19809,19859,26923,1322,,,,4.258,6.186858,21.3311,-109.37,-108.35,-8,6.32,4.675,G0IV...,0.57,9.339667,19.039395,2.298873,0.0000071,-0.0000112,-0.00001202,1.1147418694,0.1079810417,-5.30240722423611E-07,-5.25295622E-07,,,Tau,1,19809,,1.1748975549,V774,6.333,6.313
22247,22300,30144,1515,,,,4.801942,55.602611,52.356,79.29,-96.37,22,6.32,2.725,F0,0.32,9.125595,28.134592,43.201153,-0.00000899,0.0000375,0.00000475,1.2571453506,0.9704486419,3.844087673125E-07,-4.67214943E-07,,,Cam,1,22247,,7.0794578438,,,
23541,23596,32846,1653,,Gam2Cae,,5.073931,-35.705109,98.3284,28.46,40.58,6,6.32,1.357,F2IV/V,0.311,19.169043,77.510643,-57.385825,-0.00000926,0.00001905,0.00001213,1.3283521383,-0.6231717125,0.000000138,1.96737391E-07,Gam-2,,Cae,1,23541,,24.9574379483,X,6.37,6.28
26125,26190,37501,1936,,,,5.582621,-61.176048,95.3289,-7.48,-26.73,8,6.32,1.424,G5IV,0.845,5.012052,45.685895,-83.518209,0.00000269,-0.00000721,-0.00001312,1.4615268807,-1.0677234619,-3.62640633055556E-08,-1.29590696E-07,,,Dor,1,26125,,23.4638892446,,,
27512,27583,39547,2044,,,,5.84134,-52.767879,214.5923,-7.54,10.65,1,6.32,-0.338,K0/K1III,0.746,5.391571,129.726133,-170.856432,0.00000823,0.00000911,0.00000589,1.5292592621,-0.9209732322,-3.65549515138889E-08,5.1632656E-08,,,Pic,1,27512,,118.9049678985,,,
28748,28820,41162,2137,,,,6.084051,37.964272,182.8154,-3.08,-6.47,5,6.32,0.01,K0III+...,0.825,-3.171248,144.095801,112.462573,0.00000256,0.00000762,-0.00000137,1.5928007203,0.6626015445,-1.49322613611111E-08,-3.1367445E-08,,,Aur,1,28748,,86.2978547767,,,
28757,28829,40827,2121,,,,6.085619,59.39321,132.4503,2.69,-49.56,31,6.32,0.71,K1III-IV,1.116,-1.51146,67.419398,113.997788,-0.0000027,0.00004348,0.00001109,1.5932112311,1.0366070716,0.000000013,-2.4027366E-07,,,Cam,1,28757,,45.2897579904,,,
30117,30190,44394,,,,,6.351509,-11.817324,232.5581,3.02,1.98,0,6.32,-0.513,K5,1.676,-20.917957,226.665985,-47.626044,-0.00000343,0.00000014,0.00000218,1.6628210501,-0.206251221,1.46413731527778E-08,9.59931E-09,,,CMa,1,30117,,139.7011560541,,,
30145,30218,44234,2277,,,,6.357201,17.763503,131.406,20.16,-42.26,10,6.32,0.727,G9:III:,1.1,-11.685545,124.594377,40.09052,-0.00001446,0.00001668,-0.00002252,1.6643114262,0.3100316203,9.7738438E-08,-2.04882261E-07,,,Gem,1,30145,,44.5861527948,,,
30596,30669,45420,,,,,6.445183,-14.603429,169.7793,2.24,-11.68,0,6.32,0.171,K0/K1III,1.242,-19.104952,163.179835,-42.805991,-0.00000155,-0.00000262,-0.0000093,1.687344844,-0.2548779175,1.08598264444444E-08,-5.6626237E-08,,,CMa,1,30596,,74.4046366192,,,
30776,30849,45983,2368,,,,6.47845,-41.074877,74.5712,39.62,13.94,17,6.32,1.957,F2/F3V,0.39,-7.023091,55.775304,-48.996717,-0.00001626,0.0000145,-0.00000762,1.6960541367,-0.7168918456,1.92083180236111E-07,6.7583027E-08,,,Col,1,30776,,14.3615065291,,,
31390,31469,47012,,,,,6.591894,-22.109053,134.4086,9.62,-21.39,0,6.32,0.678,K0III,1.03,-19.219019,123.033372,-50.587454,-0.00000538,-0.00000615,-0.00001291,1.7257537981,-0.3858757774,4.66390760694445E-08,-1.03701646E-07,,,CMa,1,31390,,46.6444525204,,,
32741,32827,50093,2544,,,,6.8436,-25.778394,483.0918,-4.2,6.08,21,6.32,-2.1,B2III/IV,-0.183,-95.295858,424.449827,-210.092629,0.000004,0.00002707,0.00000348,1.7916502428,-0.4499178501,-2.03621745833333E-08,2.9476671E-08,,,CMa,1,32741,,602.5595860744,,,
32978,33064,50037,2541,,60    Aur,,6.887054,38.438013,69.541,42.31,-178.92,32,6.32,2.109,F5V:,0.516,-12.536296,53.008147,43.231565,-0.00002841,0.00005815,-0.0000269,1.8030264728,0.670869893,2.05124668243056E-07,-8.67428637E-07,,60,Aur,1,32978,,12.4853292616,,,
33102,33189,51208,2591,,,,6.907412,-42.365571,502.5126,-1.28,19.62,32,6.32,-2.186,C3II,2.287,-87.375606,360.859309,-338.622597,-0.00001024,0.00005554,0.00001326,1.8083562837,-0.7394187117,-6.20561511111111E-09,9.5120444E-08,,,Pup,1,33102,,652.2288424656,NP,6.452,6.212
33616,33703,52348,2625,,,,7.002301,-20.158425,436.6812,-5.93,5.26,32,6.32,-1.881,B3V,-0.134,-106.336622,395.899775,-150.487913,0.00000316,0.00003663,-0.00000083,1.8331979974,-0.3518308839,-2.87494512569444E-08,2.5501199E-08,,,CMa,1,33616,,492.492929605,,,
34860,34954,55985,2743,,,,7.232594,-30.339791,529.1005,-4.15,4.33,24,6.32,-2.298,B2III,-0.183,-144.809432,433.068379,-267.263119,0.0000016,0.00002879,-0.00000281,1.89348867,-0.5295292473,-2.01197677430556E-08,0.000000021,,,CMa,1,34860,,723.1027280501,,,
35795,35893,58420,2829,,,,7.399538,-35.837824,198.8072,-9.57,15.37,28,6.32,-0.172,B5V,-0.136,-57.739484,150.470959,-116.400364,-0.00000281,0.00003308,-0.00000476,1.937194466,-0.625488017,-4.63966692291667E-08,7.4515862E-08,,,Pup,1,35795,,102.0469431942,,,
35945,36045,58766,2847,,,,7.428606,-31.73872,341.2969,-8.83,4.62,10,6.32,-1.346,B2/B3III,-0.176,-106.045561,270.192613,-179.53809,0.00000895,0.00001718,0.00000112,1.9448044134,-0.553945173,-4.28090479930556E-08,2.2398392E-08,,,CMa,1,35945,,300.8846276646,,,
38075,38183,63948,3057,,,,7.824525,-44.751157,106.6098,-41.68,28.68,32,6.32,1.181,K0III,0.962,-34.804635,67.237302,-75.056599,0.00000365,0.00003981,-0.00001251,2.0484559029,-0.7810550304,-2.02070342055556E-07,0.000000139,,,Pup,1,38075,,29.3494522227,,,
39152,39263,65856,3132,,4Ome2Cnc,,8.028822,25.089465,145.9854,-23.32,11.69,-9,6.32,0.498,A1V,0.023,-66.967623,113.996147,61.90258,0.00002023,-0.00000185,0.00000359,2.1019406997,0.4378937759,-1.13058550305556E-07,5.6674719E-08,Ome-2,4,Cnc,1,39152,,55.0554098485,,,
39730,39843,68423,3217,,,,8.140179,-63.800821,250.6266,-7.68,5.41,30,6.32,-0.675,B6V,-0.058,-58.803622,93.73131,-224.878641,-0.00000243,0.00002143,-0.00002463,2.1310940002,-1.1135343845,-3.72336906666667E-08,2.622842E-08,,,Car,1,39730,,162.1810097359,,,
40489,40604,69665,3257,,21    Pup,,8.289759,-16.285111,273.9726,-11.8,-7.68,0.4,6.32,-0.869,A1V,0.057,-148.372089,217.127556,-76.826655,0.00001433,0.0000068,-0.00000991,2.1702538274,-0.2842288138,-5.72080143055556E-08,-3.723369E-08,,21,Pup,1,40489,,193.9099078615,,,
41366,41484,71148,3309,Gl 307.1,,,8.460219,45.652987,22.2519,-18.98,-351.48,-31.9,6.32,4.583,G5V,0.624,-9.339604,12.437706,15.912562,-0.00000095,0.00000468,-0.00004983,2.2148802838,0.7967949318,-0.000000092,-0.000001704,,,Lyn,1,41366,,1.2787922629,,,
42275,42394,73603,3425,,,,8.644526,-19.736904,361.0108,9.68,2.22,0.2,6.32,-1.468,M1III,1.592,-216.908383,261.565573,-121.91392,-0.000014,-0.00000966,0.00000359,2.2631315196,-0.3444739558,4.69299642777778E-08,1.0762863E-08,,,Pyx,1,42275,,336.6665743686,,,
45293,45424,79752,3675,,,,9.25693,-15.024908,111.6071,-11.01,-17.01,32,6.32,1.082,A0V,0.013,-81.171045,70.92498,-28.93298,-0.00001809,0.00002371,-0.00001737,2.4234586389,-0.2622341146,-5.33779862291667E-08,-8.2466807E-08,,,Hya,1,45293,,32.1514082483,,,
45306,45437,80126,3693,,,,9.259645,-57.577742,337.8378,-15.37,8.32,15,6.32,-1.324,G8II,1.037,-136.484371,119.085392,-285.175657,0.00000168,0.00003194,-0.00000564,2.424169342,-1.0049211711,-7.45158627013889E-08,4.0336498E-08,,,Car,1,45306,,294.8492313894,,,
